sd,accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating,y
0,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.5237888845693125,0.8332905649072572,-0.7986098804777477
1,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.8332905649072572,0.1457055709463132
2,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.5677029062140115,-0.04872395193453594,-0.6988041823597572
3,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,0.7058037214822609,-0.4897312103554325,-0.752545712115598
4,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.2603047547011182,-1.0777408882499613,-0.3917097266120948
5,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.128562689767021,-0.930738468776329,-0.5145475089111599
6,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,0.8332905649072572,-0.5068701475174685
7,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,3.3626020309865536,0.5392857259599928,-0.007841656927516781
8,1.3000415472463536,0.5031457350470234,2.083092362363307,0.9512781338883387,-0.6994449711481087,0.8332905649072572,0.030545150040941042
9,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.24528088701272843,0.567960447599354
10,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.545745895391662,0.5392857259599928,0.37602641275706167
11,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.02513638598942566,-0.3427287908818003,-0.16138888480134753
12,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.06269165729997245,0.09827846753909623,-0.13067943922658182
13,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.32617578716816675,-0.4897312103554325,-0.8677061330209719
14,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.183158198575376,3.5602151283876995,0.3922833064863606,0.9441511558902336
15,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,0.8332905649072572,-0.5068701475174685
16,-0.5738246878390177,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,1.7597402409550382,0.3922833064863606,-0.7295136279345237
17,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,6.2389704487143405,0.5392857259599928,-0.2381624987382635
18,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.047093396811775184,-0.4897312103554325,-0.6988041823597572
19,0.8315749884750107,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.7277607323046105,0.5392857259599928,-0.2381624987382635
20,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,-0.6367336298290647,-0.20745305316349638
21,-0.10535812906767494,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,-0.23834774387876864,0.5392857259599928,1.942208137070136
22,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,0.02513638598942566,0.24528088701272843,-0.3917097266120948
23,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.23834774387876864,0.3922833064863606,0.7982812894100971
24,0.36310842970366786,1.3983431997690647,0.8904708512630255,0.9512781338883387,-0.589659917036361,-2.1067578245653866,-0.2842266671004132
25,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,0.7936317647716591,-0.19572637140816812,-0.5836437614543837
26,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.2822617655234677,-1.66575056614449,1.1821493590946772
27,-1.0422912466103607,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,0.8332905649072572,-0.5682890386670008
28,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,0.44231959161406664,-0.4897312103554325,-0.35332291964363666
29,1.3000415472463536,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.3700898088128658,-1.66575056614449,-0.8523514102335887
30,-0.5738246878390177,-1.287249194397059,-0.30215065983725636,-0.5849617367375867,-0.5677029062140115,-0.19572637140816812,-0.7986098804777477
31,-0.10535812906767494,-0.39205172967501783,-1.4947721709375381,0.183158198575376,-0.23834774387876864,0.5392857259599928,0.176415016521081
32,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,2.3086655115137766,-1.3717457271972255,-0.36100028103732856
33,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,2.5282356197372717,0.5392857259599928,0.1840923779147719
34,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4579178521022639,0.8332905649072572,-0.43009653358055516
35,2.236974664789039,5.874330523379271,3.2757138734635887,3.255637939827227,-0.6774879603257592,0.8332905649072572,6.8633967904264255
36,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.63357393868106,0.09827846753909623,0.22247918488323104
37,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.04073464647762292,0.6862881454336249,-0.46848334054901036
38,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.10660567894467149,-1.518748146670858,-0.7755777962966728
39,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.3920468196352153,-0.4897312103554325,-0.7832551576903644
40,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.8332905649072572,-0.4454512563679354
41,-0.10535812906767494,-0.39205172967501783,-1.4947721709375381,0.183158198575376,-0.41400383045756484,-0.19572637140816812,-0.276549305706721
42,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,2.1988804574020286,-0.04872395193453594,-0.046228463895974826
43,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,2.484321598092573,0.5392857259599928,-0.007841656927516781
44,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.17247671141172008,0.24528088701272843,-0.13067943922658182
45,0.8315749884750107,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6555309495034096,-3.1357747608808118,-0.16138888480134753
46,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.11296442927882376,0.09827846753909623,-0.05390582528966617
47,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,-7.9868546035106736,-0.6604173753912995
48,2.236974664789039,1.3983431997690647,2.083092362363307,1.7193980692013016,0.6399326890152124,-0.3427287908818003,-0.35332291964363666
49,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.2822617655234677,-1.518748146670858,-0.6220305684228419
50,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.24528088701272843,-0.46848334054901036
51,1.3000415472463536,3.188738129213147,2.083092362363307,1.7193980692013016,-0.10660567894467149,0.24528088701272843,3.485357777202146
52,-0.5738246878390177,3.188738129213147,-0.30215065983725636,-0.5849617367375867,0.5740616565481638,0.09827846753909623,-0.7755777962966728
53,0.8315749884750107,-0.39205172967501783,0.8904708512630255,0.9512781338883387,0.2666635050352704,-1.518748146670858,1.1821493590946772
54,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.43596084127991436,-2.8417699219335475,-0.8139646032651311
55,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.5677029062140115,0.8332905649072572,-0.16138888480134753
56,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6774879603257592,-2.1067578245653866,0.33763960578860386
57,0.8315749884750107,1.3983431997690647,0.8904708512630255,0.183158198575376,-0.6555309495034096,-1.0777408882499613,0.022867788647249695
58,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,1.8036542625997374,-0.4897312103554325,-0.5375795930922346
59,-0.10535812906767494,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.4579178521022639,0.8332905649072572,0.1457055709463132
60,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,0.8332905649072572,-0.199775691769806
61,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.5740616565481638,-0.19572637140816812,-0.199775691769806
62,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.8332905649072572,-0.46848334054901036
63,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.545745895391662,-0.04872395193453594,-0.046228463895974826
64,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.15051970058937053,0.09827846753909623,-0.3917097266120948
65,-0.10535812906767494,0.5031457350470234,-0.30215065983725636,0.183158198575376,-0.06269165729997245,0.6862881454336249,-0.8216419646588224
66,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,0.8332905649072572,-0.35332291964363666
67,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,4.284796485525233,0.09827846753909623,-0.35332291964363666
68,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.589659917036361,0.24528088701272843,-0.046228463895974826
69,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,0.8332905649072572,-0.5452569544859264
70,-0.10535812906767494,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.17247671141172008,0.6862881454336249,0.22247918488323104
71,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.6994449711481087,0.8332905649072572,0.7982812894100971
72,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.545745895391662,0.8332905649072572,-0.7371909893282149
73,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6555309495034096,-4.0177892777226045,-0.05390582528966617
74,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.23834774387876864,0.6862881454336249,0.41441321972551887
75,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4798748629246134,-0.19572637140816812,-0.6220305684228419
76,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,0.8332905649072572,-0.46848334054901036
77,2.236974664789039,1.3983431997690647,3.2757138734635887,0.9512781338883387,-0.3920468196352153,-0.7837360493026969,0.9902153242523912
78,2.236974664789039,1.3983431997690647,2.083092362363307,1.7193980692013016,-0.23834774387876864,0.6862881454336249,1.1744719977009874
79,1.7685081060176964,1.3983431997690647,0.8904708512630255,1.7193980692013016,-0.589659917036361,-0.6367336298290647,1.942208137070136
80,1.7685081060176964,1.3983431997690647,2.083092362363307,0.9512781338883387,-0.3481327979905163,-0.4897312103554325,3.485357777202146
81,0.8315749884750107,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.2822617655234677,0.24528088701272843,0.40673585833182796
82,-0.10535812906767494,1.3983431997690647,-0.30215065983725636,1.7193980692013016,-0.545745895391662,-1.66575056614449,-0.7141589051471405
83,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.3920468196352153,0.8332905649072572,-0.5375795930922346
84,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,0.8332905649072572,-0.5452569544859264
85,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4579178521022639,-0.19572637140816812,-0.6220305684228419
86,2.236974664789039,1.3983431997690647,2.083092362363307,2.487518004514264,-0.3920468196352153,0.3922833064863606,0.6063472545678071
87,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,0.8375457864163581,0.6862881454336249,3.477680415808454
88,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.3984055699693676,0.5392857259599928,-0.5145475089111599
89,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.06269165729997245,-0.6367336298290647,-0.5452569544859264
90,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.5677029062140115,0.3922833064863606,-0.276549305706721
91,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,0.4862336132587657,0.3922833064863606,-0.5375795930922346
92,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.63357393868106,-1.3717457271972255,-0.8216419646588224
